,S,I,R,D,P,N,C
189,0.3500456396210501,1.643701382922438e-14,0.6434548167751442,0.006499543603789336,0.9935004563962107,0.16558340939936844,6.590219694094841
190,0.35004563962104657,1.3592000928931178e-14,0.6434548167751505,0.0064995436037894,0.9935004563962107,0.16558340939936844,6.590219694094845
191,0.3500456396210436,1.1239419226112743e-14,0.6434548167751557,0.006499543603789453,0.9935004563962105,0.16558340939936841,6.590219694094848
192,0.3500456396210412,9.294035896615124e-15,0.64345481677516,0.006499543603789497,0.9935004563962105,0.1655834093993684,6.59021969409485
193,0.3500456396210392,7.685370703753467e-15,0.6434548167751636,0.006499543603789533,0.9935004563962104,0.1655834093993684,6.590219694094852
194,0.3500456396210375,6.355142535615053e-15,0.6434548167751666,0.006499543603789563,0.9935004563962104,0.1655834093993684,6.590219694094854
195,0.35004563962103613,5.255157910373617e-15,0.643454816775169,0.006499543603789587,0.9935004563962104,0.1655834093993684,6.590219694094856
196,0.350045639621035,4.345564951249297e-15,0.643454816775171,0.006499543603789608,0.9935004563962104,0.1655834093993684,6.5902196940948565
197,0.3500456396210341,3.593409573525781e-15,0.6434548167751727,0.006499543603789624,0.9935004563962104,0.1655834093993684,6.590219694094857
198,0.3500456396210333,2.971441575023407e-15,0.643454816775174,0.006499543603789638,0.9935004563962103,0.1655834093993684,6.590219694094857
199,0.35004563962103263,2.4571273753006363e-15,0.6434548167751751,0.006499543603789649,0.9935004563962103,0.16558340939936836,6.590219694094857
200,0.3500456396210321,2.0318336356333144e-15,0.6434548167751761,0.006499543603789659,0.9935004563962103,0.16558340939936836,6.590219694094858
201,0.35004563962103163,1.6801521827437926e-15,0.6434548167751769,0.006499543603789667,0.9935004563962103,0.16558340939936836,6.590219694094859
202,0.35004563962103125,1.389341778614094e-15,0.6434548167751776,0.006499543603789674,0.9935004563962103,0.16558340939936836,6.590219694094858
203,0.35004563962103097,1.1488665119907898e-15,0.6434548167751781,0.006499543603789679,0.9935004563962103,0.16558340939936836,6.590219694094859
204,0.35004563962103075,9.50014087743416e-16,0.6434548167751786,0.006499543603789683,0.9935004563962103,0.16558340939936836,6.590219694094859
205,0.3500456396210305,7.855801848963546e-16,0.6434548167751789,0.006499543603789687,0.9935004563962103,0.16558340939936836,6.590219694094859
206,0.35004563962103036,6.496074477881527e-16,0.6434548167751792,0.00649954360378969,0.9935004563962103,0.16558340939936836,6.59021969409486
207,0.3500456396210302,5.371696541423237e-16,0.6434548167751795,0.006499543603789693,0.9935004563962103,0.16558340939936836,6.59021969409486
208,0.3500456396210301,4.441932405699337e-16,0.6434548167751797,0.0064995436037896944,0.9935004563962103,0.16558340939936836,6.590219694094859
209,0.35004563962102997,3.673097194647972e-16,0.6434548167751799,0.006499543603789696,0.9935004563962103,0.16558340939936836,6.59021969409486
210,0.3500456396210299,3.0373364043135816e-16,0.64345481677518,0.006499543603789698,0.9935004563962103,0.16558340939936836,6.590219694094861
